battery_power,px_height,px_width,ram,price_range,C1_pred,C2_prob,Ano,Mes,Mes_Numero,satisfacao,pontuacao,pontuacao_geral,indice_qualidade_preco,legenda_price_range,legenda_satisfacao
1129,1128,1702,1400,1,1,0,2022,Dezembro,12,3,2017.65,1,2,baixo,alta
1672,1250,1435,1348,1,1,0,2020,Fevereiro,2,3,2042.9900000000002,1,2,baixo,alta
983,948,1205,2052,1,1,5,2023,Maio,5,1,2464.7200000000003,1,1,baixo,pouco
536,1386,1539,284,1,1,0,2022,Março,3,1,891.1500000000001,1,1,baixo,pouco
1786,616,912,3038,2,2,99,2021,Novembro,11,1,3412.3,2,2,alto,pouco
1713,108,1963,1513,1,1,0,2023,Março,3,2,2108.76,1,1,baixo,media
1924,122,686,3423,2,2,99,2019,Maio,5,1,3665.8,2,2,alto,pouco
1665,1572,1684,1601,2,2,99,2019,Janeiro,1,2,2376.4700000000003,1,2,alto,media
571,177,1282,2598,1,1,19,2023,Fevereiro,2,2,2772.32,1,1,baixo,media
559,541,823,2019,1,1,0,2023,Maio,5,3,2212.03,1,2,baixo,alta
1428,584,983,1808,1,1,0,2019,Setembro,9,2,2220.73,1,1,baixo,media
1486,1430,1747,297,1,1,0,2023,Março,3,1,1130.6100000000001,1,1,baixo,pouco
713,1211,1378,485,1,1,0,2020,Fevereiro,2,2,1049.3600000000001,1,1,baixo,media
1299,1333,1838,1412,1,1,1,2019,Fevereiro,2,3,2121.6800000000003,1,2,baixo,alta
1790,622,792,1366,1,1,0,2023,Dezembro,12,2,1853.04,1,1,baixo,media
1559,179,1559,3352,2,2,99,2019,Agosto,8,2,3706.69,2,2,alto,media
1059,1613,1916,3716,2,2,99,2022,Junho,6,2,4258.18,2,2,alto,media
1695,1791,1898,446,1,1,0,2020,Maio,5,2,1397.46,1,1,baixo,media
807,667,697,1284,1,1,0,2021,Julho,7,1,1580.43,1,1,baixo,pouco
914,740,840,3736,2,2,99,2023,Junho,6,1,3896.1800000000003,2,2,alto,pouco
946,159,630,2104,1,1,0,2023,Março,3,3,2262.15,1,2,baixo,alta
880,1116,1381,827,1,1,0,2022,Novembro,11,1,1380.15,1,1,baixo,pouco
701,1002,1256,1756,1,1,0,2023,Outubro,10,2,2157.69,1,1,baixo,media
1472,710,1052,2677,2,2,99,2020,Novembro,11,3,3063.1000000000004,2,2,alto,alta
1454,186,1100,719,1,1,0,2019,Abril,4,3,1178.3600000000001,1,2,baixo,alta
1778,88,516,1624,1,1,0,2021,Setembro,9,3,1944.9,1,2,baixo,alta
1320,123,1229,542,1,1,0,2021,Junho,6,2,1003.8600000000001,1,1,baixo,media
1414,130,887,2290,1,1,37,2021,Fevereiro,2,3,2566.09,1,2,baixo,alta
733,950,1739,984,1,1,0,2020,Março,3,3,1536.46,1,2,baixo,alta
1150,397,800,999,1,1,0,2020,Novembro,11,1,1357.0700000000002,1,1,baixo,pouco
1481,116,1533,2945,2,2,99,2023,Janeiro,1,3,3301.78,2,2,alto,alta
1093,1310,1420,1646,1,1,0,2023,Dezembro,12,3,2214.4900000000002,1,2,baixo,alta
508,102,1195,2175,1,1,0,2020,Agosto,8,2,2341.91,1,1,baixo,media
610,1039,1273,3472,2,2,99,2023,Agosto,8,3,3728.6400000000003,2,2,alto,alta
712,881,1234,3612,2,2,99,2023,Abril,4,3,3842.55,2,2,alto,alta
1664,1178,1929,1968,2,2,99,2020,Abril,4,2,2693.4900000000002,1,2,alto,media
1375,475,726,3869,2,2,99,2022,Setembro,9,2,4039.42,2,2,alto,media
1910,985,1284,309,1,1,0,2022,Janeiro,1,2,1058.5900000000001,1,1,baixo,media
831,1482,1490,2573,2,2,99,2022,Outubro,10,1,3060.09,2,2,alto,pouco
